Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Leandro Barbosa,G,6-3,194,21,PHX,70,0,Bauru (Brazil),2003 Rnd 1 Pick 28,Brazil,NBA 2003-2004 Players Information
Matt Barnes,GF,6-7,226,23,LAC,38,1,UCLA,2002 Rnd 2 Pick 17,United States,NBA 2003-2004 Players Information
Dana Barros,PG,5-11,165,36,BOS,1,13,Boston College,1989 Rnd 1 Pick 16,United States,NBA 2003-2004 Players Information
Brent Barry,G,6-7,210,32,SEA,59,8,Oregon State,1995 Rnd 1 Pick 15,United States,NBA 2003-2004 Players Information
Jon Barry,SG,6-4,195,34,DEN,57,11,Georgia Tech,1992 Rnd 1 Pick 21,United States,NBA 2003-2004 Players Information
Tony Battie,PF,6-11,230,28,"BOS, CLE",73,6,Texas Tech,1997 Rnd 1 Pick 5,United States,NBA 2003-2004 Players Information
Shane Battier,F,6-8,220,25,MEM,79,2,Duke,2001 Rnd 1 Pick 6,United States,NBA 2003-2004 Players Information
Lonny Baxter,PF,6-8,260,25,"CHI, TOR, WAS",62,1,Maryland,2002 Rnd 2 Pick 15,United States,NBA 2003-2004 Players Information
Jerome Beasley,PF,6-10,237,23,MIA,2,0,North Dakota,2003 Rnd 2 Pick 4,United States,NBA 2003-2004 Players Information
Raja Bell,SG,6-5,204,27,UTA,82,4,Florida International,"1999 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Troy Bell,G,6-1,180,23,MEM,6,0,Boston College,2003 Rnd 1 Pick 16,United States,NBA 2003-2004 Players Information
Jonathan Bender,F,6-11,202,23,IND,21,4,Picayune High School (Mississippi),1999 Rnd 1 Pick 5,United States,NBA 2003-2004 Players Information
Travis Best,PG,5-11,182,31,DAL,61,8,Georgia Tech,1995 Rnd 1 Pick 23,United States,NBA 2003-2004 Players Information
Mike Bibby,G,6-2,195,25,SAC,82,5,Arizona,1998 Rnd 1 Pick 2,United States,NBA 2003-2004 Players Information
Chauncey Billups,G,6-3,210,27,DET,78,6,Colorado,1997 Rnd 1 Pick 3,United States,NBA 2003-2004 Players Information
Steve Blake,G,6-3,172,24,WAS,75,0,Maryland,2003 Rnd 2 Pick 9,United States,NBA 2003-2004 Players Information
Corie Blount,PF,6-9,240,35,"CHI, TOR",62,10,Cincinnati,1993 Rnd 1 Pick 25,United States,NBA 2003-2004 Players Information
Mark Blount,C-F,7-0,250,28,BOS,82,4,Pittsburgh,1997 Rnd 2 Pick 26,United States,NBA 2003-2004 Players Information
Keith Bogans,GF,6-5,215,23,ORL,73,0,Kentucky,2003 Rnd 2 Pick 14,United States,NBA 2003-2004 Players Information
Calvin Booth,C,6-11,230,27,SEA,71,4,Penn State,1999 Rnd 2 Pick 6,United States,NBA 2003-2004 Players Information
Carlos Boozer,PF,6-9,266,22,CLE,75,1,Duke,2002 Rnd 2 Pick 6,GermanyUnited States,NBA 2003-2004 Players Information
Curtis Borchardt,C,7-0,240,23,UTA,16,1,Stanford,2002 Rnd 1 Pick 18,United States,NBA 2003-2004 Players Information
Chris Bosh,PF,6-11,235,19,TOR,75,0,Georgia Tech,2003 Rnd 1 Pick 4,United States,NBA 2003-2004 Players Information
Ruben Boumtje-Boumtje,C,7-0,260,25,POR,9,2,Georgetown,2001 Rnd 2 Pick 21,Cameroon,NBA 2003-2004 Players Information
Bruce Bowen,F,6-7,200,32,SAS,82,8,Cal State Fullerton,"1993 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Ryan Bowen,F,6-9,218,28,DEN,52,4,Iowa,1998 Rnd 2 Pick 26,United States,NBA 2003-2004 Players Information
Earl Boykins,G,5-5,135,27,DEN,82,5,Eastern Michigan,"1998 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Michael Bradley,F,6-10,245,24,"ATL, TOR",16,2,Villanova,2001 Rnd 1 Pick 17,United States,NBA 2003-2004 Players Information
Shawn Bradley,C,7-6,235,31,DAL,66,10,Brigham Young,1993 Rnd 1 Pick 2,United StatesGermany,NBA 2003-2004 Players Information
Torraye Braggs,F,6-8,245,27,"HOU, WAS",15,3,Xavier,1998 Rnd 2 Pick 28,United States,NBA 2003-2004 Players Information
Elton Brand,PF,6-9,254,24,LAC,69,4,Duke,1999 Rnd 1 Pick 1,United States,NBA 2003-2004 Players Information
J.R. Bremer,SG,6-2,185,23,"CLE, GOS",36,1,St. Bonaventure,"2002 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Jamison Brewer,PG,6-4,180,23,IND,13,2,Auburn,2001 Rnd 2 Pick 12,United States,NBA 2003-2004 Players Information
Primoz Brezec,C,7-2,252,24,IND,18,2,Union Olimpija (Slovenia),2000 Rnd 1 Pick 27,Slovenia,NBA 2003-2004 Players Information
Damone Brown,F,6-9,200,24,NJN,3,2,Syracuse,2001 Rnd 2 Pick 8,United States,NBA 2003-2004 Players Information
Devin Brown,SF,6-5,220,25,SAS,58,1,Texas-San Antonio,"2002 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Kedrick Brown,GF,6-7,222,22,"BOS, CLE",55,2,Northwest Florida State College,2001 Rnd 1 Pick 11,United States,NBA 2003-2004 Players Information
Kwame Brown,C,6-11,290,21,WAS,74,2,Glynn Academy (Georgia),2001 Rnd 1 Pick 1,United States,NBA 2003-2004 Players Information
P.J. Brown,C,6-11,225,34,NOP,80,10,Louisiana Tech,1992 Rnd 2 Pick 2,United States,NBA 2003-2004 Players Information
Tierre Brown,G,6-2,189,24,NOP,3,2,McNeese State,"2001 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Rick Brunson,SG,6-4,190,31,"CHI, TOR",40,7,Temple,"1995 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Kobe Bryant,SG,6-6,212,25,LAL,65,7,Lower Merion High School (Pennsylvania),1996 Rnd 1 Pick 13,United States,NBA 2003-2004 Players Information
Greg Buckner,G-F,6-4,210,27,PHI,53,5,Clemson,1998 Rnd 2 Pick 24,United States,NBA 2003-2004 Players Information
Rodney Buford,SF,6-5,189,26,SAC,22,3,Creighton,1999 Rnd 2 Pick 24,United States,NBA 2003-2004 Players Information
Caron Butler,SF,6-7,228,23,MIA,68,1,UConn,2002 Rnd 1 Pick 10,United States,NBA 2003-2004 Players Information
Mitchell Butler,SG,6-5,210,33,WAS,41,9,UCLA,"1993 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Rasual Butler,GF,6-7,215,24,MIA,45,1,La Salle,2002 Rnd 2 Pick 24,United States,NBA 2003-2004 Players Information
Zarko Cabarkapa,F-C,6-11,235,22,PHX,49,0,Buducnost (Montenegro),2003 Rnd 1 Pick 17,Serbia,NBA 2003-2004 Players Information
Marcus Camby,C,6-11,240,29,DEN,72,7,Massachusetts,1996 Rnd 1 Pick 2,United States,NBA 2003-2004 Players Information
Elden Campbell,FC,6-11,215,35,DET,65,13,Clemson,1990 Rnd 1 Pick 27,United States,NBA 2003-2004 Players Information
Brian Cardinal,PF,6-8,245,26,GSW,76,3,Purdue,2000 Rnd 2 Pick 15,United States,NBA 2003-2004 Players Information
Matt Carroll,GF,6-6,212,23,"POR, SAN",16,0,Notre Dame,"2003 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Anthony Carter,PG,6-1,190,28,SAS,5,5,Hawaii,"1998 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Maurice Carter,SG,6-5,210,27,"LAL, NOP",10,1,LSU,"1999 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Vince Carter,SF,6-6,220,27,TOR,73,5,North Carolina,1998 Rnd 1 Pick 5,United States,NBA 2003-2004 Players Information
Sam Cassell,G,6-3,185,34,MIN,81,10,Florida State,1993 Rnd 1 Pick 24,United States,NBA 2003-2004 Players Information
Kelvin Cato,C,6-11,255,29,HOU,69,6,Iowa State,1997 Rnd 1 Pick 15,United States,NBA 2003-2004 Players Information
Tyson Chandler,C,7-1,240,21,CHI,35,2,Dominguez High School (California),2001 Rnd 1 Pick 2,United States,NBA 2003-2004 Players Information
Calbert Cheaney,GF,6-7,209,32,GSW,79,10,Indiana,1993 Rnd 1 Pick 6,United States,NBA 2003-2004 Players Information
Doug Christie,SG,6-6,200,33,SAC,82,11,Pepperdine,1992 Rnd 1 Pick 17,United States,NBA 2003-2004 Players Information
Keon Clark,C,6-11,221,28,UTA,2,5,UNLV,1998 Rnd 1 Pick 13,United States,NBA 2003-2004 Players Information
Speedy Claxton,G,5-11,170,25,GSW,60,3,Hofstra,2000 Rnd 1 Pick 20,United States,NBA 2003-2004 Players Information
Mateen Cleaves,G,6-2,205,26,CLE,4,3,Michigan State,2000 Rnd 1 Pick 14,United States,NBA 2003-2004 Players Information
Derrick Coleman,FC,6-10,230,36,PHI,34,13,Syracuse,1990 Rnd 1 Pick 1,United States,NBA 2003-2004 Players Information
Bimbo Coles,SG,6-1,180,35,MIA,22,13,Virginia Tech,1990 Rnd 2 Pick 13,United States,NBA 2003-2004 Players Information
Jason Collier,F-C,7-0,260,26,ATL,20,3,Georgia Tech,2000 Rnd 1 Pick 15,United States,NBA 2003-2004 Players Information
Jarron Collins,C,6-11,248,25,UTA,81,2,Stanford,2001 Rnd 2 Pick 24,United States,NBA 2003-2004 Players Information
Jason Collins,C,7-0,255,25,NJN,78,2,Stanford,2001 Rnd 1 Pick 18,United States,NBA 2003-2004 Players Information
Brian Cook,PF,6-9,234,23,LAL,35,0,Illinois,2003 Rnd 1 Pick 24,United States,NBA 2003-2004 Players Information
Omar Cook,PG,6-2,190,22,POR,17,2,St. John's,2001 Rnd 2 Pick 3,United StatesMontenegro,NBA 2003-2004 Players Information
Chris Crawford,PF,6-9,235,28,ATL,56,6,Marquette,1997 Rnd 2 Pick 22,United States,NBA 2003-2004 Players Information
Jamal Crawford,SG,6-5,195,23,CHI,80,3,Michigan,2000 Rnd 1 Pick 8,United States,NBA 2003-2004 Players Information
Austin Croshere,F,6-9,235,28,IND,77,6,Providence,1997 Rnd 1 Pick 12,United States,NBA 2003-2004 Players Information
Eddy Curry,C,7-0,295,21,CHI,73,2,Thornwood High School (Illinois),2001 Rnd 1 Pick 4,United States,NBA 2003-2004 Players Information
Michael Curry,F-G,6-5,210,35,TOR,70,10,Georgia Southern,"1990 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Samuel Dalembert,C,6-11,250,22,PHI,82,2,Seton Hall,2001 Rnd 1 Pick 26,CanadaHaiti,NBA 2003-2004 Players Information
Erick Dampier,C,6-11,265,28,GSW,74,7,Mississippi State,1996 Rnd 1 Pick 10,United States,NBA 2003-2004 Players Information
Antonio Daniels,G,6-4,195,28,SEA,71,6,Bowling Green,1997 Rnd 1 Pick 4,United States,NBA 2003-2004 Players Information
Marquis Daniels,SF,6-6,200,23,DAL,56,0,Auburn,"2003 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Antonio Davis,FC,6-9,245,35,"CHI, TOR",80,10,UTEP,1990 Rnd 2 Pick 18,United States,NBA 2003-2004 Players Information
Baron Davis,G,6-3,215,24,NOP,67,4,UCLA,1999 Rnd 1 Pick 3,United States,NBA 2003-2004 Players Information
Dale Davis,C-F,6-11,252,34,POR,76,12,Clemson,1991 Rnd 1 Pick 13,United States,NBA 2003-2004 Players Information
Hubert Davis,SF,6-5,183,33,"DET, NJN",17,11,North Carolina,1992 Rnd 1 Pick 20,United States,NBA 2003-2004 Players Information
Josh Davis,F,6-8,235,23,ATL,4,0,Wyoming,"2002 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Ricky Davis,GF,6-7,195,24,"BOS, CLE",79,5,Iowa,1998 Rnd 1 Pick 21,United States,NBA 2003-2004 Players Information
Andrew DeClercq,C,6-10,230,31,ORL,71,8,Florida,1995 Rnd 2 Pick 5,United States,NBA 2003-2004 Players Information
Tony Delk,G,6-1,189,30,DAL,33,7,Kentucky,1996 Rnd 1 Pick 16,United States,NBA 2003-2004 Players Information
Derrick Dial,G,6-4,184,28,ORL,9,3,Eastern Michigan,1998 Rnd 2 Pick 23,United States,NBA 2003-2004 Players Information
Boris Diaw,PF,6-8,250,21,ATL,76,0,Pau-Orthez (France),2003 Rnd 1 Pick 21,France,NBA 2003-2004 Players Information
Dan Dickau,G,6-0,190,25,"ATL, POR",43,1,Gonzaga,2002 Rnd 1 Pick 28,United States,NBA 2003-2004 Players Information
Kaniel Dickens,F,6-8,215,25,POR,3,1,Idaho,2000 Rnd 2 Pick 21,United States,NBA 2003-2004 Players Information
DeSagana Diop,C,7-0,280,22,CLE,56,2,Oak Hill Academy (Virginia),2001 Rnd 1 Pick 8,Senegal,NBA 2003-2004 Players Information
Vlade Divac,C,7-1,260,36,SAC,81,14,KK Partizan (Serbia),1989 Rnd 1 Pick 26,Serbia,NBA 2003-2004 Players Information
Juan Dixon,G,6-3,164,25,WAS,71,1,Maryland,2002 Rnd 1 Pick 17,United States,NBA 2003-2004 Players Information
Michael Doleac,C,6-11,262,26,"DEN, NYK",72,5,Utah,1998 Rnd 1 Pick 12,United States,NBA 2003-2004 Players Information
Keyon Dooling,G,6-3,196,23,LAC,58,3,Missouri,2000 Rnd 1 Pick 10,United States,NBA 2003-2004 Players Information
Bryce Drew,SG,6-2,185,29,NOP,15,5,Valparaiso,1998 Rnd 1 Pick 16,United States,NBA 2003-2004 Players Information
Peja Drobnjak,FC,6-11,270,28,LAC,61,2,KK Partizan (Serbia),1997 Rnd 2 Pick 20,Montenegro,NBA 2003-2004 Players Information
Tim Duncan,FC,6-11,250,27,SAS,69,6,Wake Forest,1997 Rnd 1 Pick 1,United States,NBA 2003-2004 Players Information
Mike Dunleavy,GF,6-9,230,23,GSW,75,1,Duke,2002 Rnd 1 Pick 3,United States,NBA 2003-2004 Players Information
Ronald Dupree,F,6-7,209,23,CHI,47,0,LSU,"2003 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Ndudi Ebi,F,6-9,231,19,MIN,17,0,Westbury Christian School (Texas),2003 Rnd 1 Pick 26,EnglandNigeria,NBA 2003-2004 Players Information
Howard Eisley,G,6-2,177,31,"NYK, PHX",67,9,Boston College,1994 Rnd 2 Pick 3,United States,NBA 2003-2004 Players Information
Francisco Elson,C-F,7-0,235,28,DEN,62,0,California,1999 Rnd 2 Pick 12,NetherlandsSouth Sudan,NBA 2003-2004 Players Information
Melvin Ely,FC,6-10,261,25,LAC,42,1,Fresno State,2002 Rnd 1 Pick 12,United States,NBA 2003-2004 Players Information
Reggie Evans,PF,6-8,245,23,SEA,75,1,Iowa,"2002 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Desmond Ferguson,SF,6-7,203,26,POR,7,0,Detroit-Mercy,"2000 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Michael Finley,G-F,6-7,225,30,DAL,72,8,Wisconsin,1995 Rnd 1 Pick 21,United States,NBA 2003-2004 Players Information
Derek Fisher,G,6-1,210,29,LAL,82,7,Little Rock,1996 Rnd 1 Pick 24,United States,NBA 2003-2004 Players Information
Marcus Fizer,F,6-8,246,25,CHI,46,3,Iowa State,2000 Rnd 1 Pick 4,United States,NBA 2003-2004 Players Information
Alton Ford,PF,6-9,275,22,HOU,9,2,Houston,2001 Rnd 2 Pick 22,United States,NBA 2003-2004 Players Information
T.J. Ford,PG,6-0,165,20,MIL,55,0,Texas,2003 Rnd 1 Pick 8,United States,NBA 2003-2004 Players Information
Danny Fortson,F,6-7,260,27,DAL,56,6,Cincinnati,1997 Rnd 1 Pick 10,United States,NBA 2003-2004 Players Information
Jeff Foster,C,6-11,236,27,IND,82,4,Texas State,1999 Rnd 1 Pick 21,United States,NBA 2003-2004 Players Information
Tremaine Fowlkes,F,6-8,220,27,DET,36,3,Fresno State,1998 Rnd 2 Pick 25,United States,NBA 2003-2004 Players Information
Rick Fox,SF,6-7,230,34,LAL,38,12,North Carolina,1991 Rnd 1 Pick 24,CanadaBahamas,NBA 2003-2004 Players Information
Adonal Foyle,C,6-10,250,28,GSW,44,6,Colgate,1997 Rnd 1 Pick 8,Saint Vincent and the GrenadinesUnited States,NBA 2003-2004 Players Information
Richie Frahm,G,6-5,210,26,SEA,54,1,Gonzaga,"2000 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Steve Francis,G,6-3,195,27,HOU,79,4,Maryland,1999 Rnd 1 Pick 2,United States,NBA 2003-2004 Players Information
Hiram Fuller,F,6-9,240,22,ATL,4,0,Fresno State,"2003 NBA Draft, Undrafted",United StatesLibya,NBA 2003-2004 Players Information
Dan Gadzuric,FC,6-11,240,26,MIL,75,1,UCLA,2002 Rnd 2 Pick 5,NetherlandsUnited States,NBA 2003-2004 Players Information
Reece Gaines,G,6-6,210,23,ORL,38,0,Louisville,2003 Rnd 1 Pick 15,United States,NBA 2003-2004 Players Information
Alex Garcia,G-F,6-2,220,23,SAS,2,0,COC-Ribeirao Preto (Brazil),"2002 NBA Draft, Undrafted",Brazil,NBA 2003-2004 Players Information
Kevin Garnett,PF,6-11,240,27,MIN,82,8,Farragut Career Academy (Illinois),1995 Rnd 1 Pick 5,United States,NBA 2003-2004 Players Information
Pat Garrity,F,6-9,238,27,ORL,2,5,Notre Dame,1998 Rnd 1 Pick 19,United States,NBA 2003-2004 Players Information
Pau Gasol,FC,7-0,250,23,MEM,78,2,Barca (Spain),2001 Rnd 1 Pick 3,Spain,NBA 2003-2004 Players Information
Devean George,F-G,6-8,235,26,LAL,82,4,Augsburg College,1999 Rnd 1 Pick 23,United States,NBA 2003-2004 Players Information
Eddie Gill,PG,6-0,190,25,POR,22,3,Weber State,"2000 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Kendall Gill,SG,6-5,195,35,CHI,56,13,Illinois,1990 Rnd 1 Pick 5,United States,NBA 2003-2004 Players Information
Manu Ginobili,SG,6-6,205,26,SAS,77,1,Viola Reggio Calabria (Italy),1999 Rnd 2 Pick 28,Argentina,NBA 2003-2004 Players Information
Gordan Giricek,G-F,6-6,210,26,"ORL, UTH",73,1,KK Cibona (Croatia),1999 Rnd 2 Pick 11,Croatia,NBA 2003-2004 Players Information
Dion Glover,GF,6-5,228,25,"ATL, TOR",69,4,Georgia Tech,1999 Rnd 1 Pick 20,United States,NBA 2003-2004 Players Information
Anthony Goldwire,G,6-1,182,32,"MIN, NJN",11,7,Houston,1994 Rnd 2 Pick 25,United States,NBA 2003-2004 Players Information
Drew Gooden,FC,6-10,250,22,ORL,79,1,Kansas,2002 Rnd 1 Pick 4,United States,NBA 2003-2004 Players Information
Brian Grant,PF,6-9,254,31,MIA,76,9,Xavier,1994 Rnd 1 Pick 8,United States,NBA 2003-2004 Players Information
Horace Grant,PF,6-10,255,38,LAL,55,16,Clemson,1987 Rnd 1 Pick 10,United States,NBA 2003-2004 Players Information
Paul Grant,C,7-0,245,30,UTA,10,6,Wisconsin,1997 Rnd 1 Pick 20,United States,NBA 2003-2004 Players Information
Willie Green,SG,6-3,201,22,PHI,53,0,Detroit-Mercy,2003 Rnd 2 Pick 12,United States,NBA 2003-2004 Players Information
Adrian Griffin,G-F,6-5,217,29,HOU,19,5,Seton Hall,"1996 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Tom Gugliotta,PF,6-10,240,34,"PHX, UTH",55,11,NC State,1992 Rnd 1 Pick 6,United States,NBA 2003-2004 Players Information
Marcus Haislip,FC,6-10,230,23,MIL,31,1,Tennessee,2002 Rnd 1 Pick 13,United States,NBA 2003-2004 Players Information
Darvin Ham,F-G,6-7,220,30,DET,54,6,Texas Tech,"1996 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Richard Hamilton,SG,6-7,193,26,DET,78,4,UConn,1999 Rnd 1 Pick 7,United States,NBA 2003-2004 Players Information
Zendon Hamilton,C,6-11,250,28,PHI,45,4,St. John's,"1998 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Ben Handlogten,PF,6-10,240,30,UTA,17,1,Western Michigan,"1996 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Travis Hansen,G-F,6-6,205,25,ATL,41,0,Brigham Young,2003 Rnd 2 Pick 8,United States,NBA 2003-2004 Players Information
Penny Hardaway,PG,6-7,195,32,"NYK, PHX",76,10,Memphis,1993 Rnd 1 Pick 3,United States,NBA 2003-2004 Players Information
Matt Harpring,F,6-7,230,27,UTA,31,5,Georgia Tech,1998 Rnd 1 Pick 15,United States,NBA 2003-2004 Players Information
Al Harrington,F,6-9,245,24,IND,79,5,St. Patrick High School (New Jersey),1998 Rnd 1 Pick 25,United States,NBA 2003-2004 Players Information
Othella Harrington,F-C,6-9,235,30,NYK,56,7,Georgetown,1996 Rnd 2 Pick 1,United States,NBA 2003-2004 Players Information
Lucious Harris,SG,6-5,190,33,NJN,69,10,Long Beach State,1993 Rnd 2 Pick 1,United States,NBA 2003-2004 Players Information
Jason Hart,G,6-3,180,25,SAS,53,2,Syracuse,2000 Rnd 2 Pick 20,United States,NBA 2003-2004 Players Information
Donnell Harvey,F,6-8,220,23,"ORL, PHX",60,3,Florida,2000 Rnd 1 Pick 22,United States,NBA 2003-2004 Players Information
Udonis Haslem,FC,6-7,235,23,MIA,75,0,Florida,"2002 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Trenton Hassell,F,6-5,227,24,MIN,81,2,Austin Peay,2001 Rnd 2 Pick 1,United States,NBA 2003-2004 Players Information
Jarvis Hayes,SF,6-6,220,22,WAS,70,0,Georgia,2003 Rnd 1 Pick 10,United StatesQatar,NBA 2003-2004 Players Information
Brendan Haywood,C,7-0,263,24,WAS,77,2,North Carolina,2001 Rnd 1 Pick 20,United States,NBA 2003-2004 Players Information
Shane Heal,G,6-0,183,33,SAS,6,2,Geelong Supercats (Australia),"1992 NBA Draft, Undrafted",Australia,NBA 2003-2004 Players Information
Alan Henderson,F-C,6-9,235,31,ATL,6,8,Indiana,1995 Rnd 1 Pick 16,United States,NBA 2003-2004 Players Information
Tyrone Hill,PF,6-9,240,35,MIA,5,13,Xavier,1990 Rnd 1 Pick 11,United States,NBA 2003-2004 Players Information
Kirk Hinrich,G,6-4,190,23,CHI,76,0,Kansas,2003 Rnd 1 Pick 7,United States,NBA 2003-2004 Players Information
Fred Hoiberg,G,6-4,203,31,MIN,79,8,Iowa State,1995 Rnd 2 Pick 23,United States,NBA 2003-2004 Players Information
Robert Horry,PF,6-9,220,33,SAS,81,11,Alabama,1992 Rnd 1 Pick 11,United States,NBA 2003-2004 Players Information
Eddie House,G,6-1,190,25,LAC,60,3,Arizona State,2000 Rnd 2 Pick 8,United States,NBA 2003-2004 Players Information
Allan Houston,G,6-6,205,32,NYK,50,10,Tennessee,1993 Rnd 1 Pick 11,United States,NBA 2003-2004 Players Information
Josh Howard,GF,6-7,210,23,DAL,67,0,Wake Forest,2003 Rnd 1 Pick 29,United States,NBA 2003-2004 Players Information
Juwan Howard,PF,6-9,240,31,ORL,81,9,Michigan,1994 Rnd 1 Pick 5,United States,NBA 2003-2004 Players Information
Troy Hudson,G,6-1,170,27,MIN,29,6,Southern Illinois,"1997 NBA Draft, Undrafted",United States,NBA 2003-2004 Players Information
Larry Hughes,G,6-5,184,25,WAS,61,5,Saint Louis,1998 Rnd 1 Pick 8,United States,NBA 2003-2004 Players Information
Ryan Humphrey,F,6-8,235,24,MEM,2,1,Notre Dame,2002 Rnd 1 Pick 19,United States,NBA 2003-2004 Players Information
Brandon Hunter,C,6-7,260,23,BOS,36,0,Ohio,2003 Rnd 2 Pick 27,United States,NBA 2003-2004 Players Information
Lindsey Hunter,G,6-2,195,33,DET,33,10,Jackson State,1993 Rnd 1 Pick 10,United States,NBA 2003-2004 Players Information
Steven Hunter,F-C,7-0,240,22,ORL,59,2,DePaul,2001 Rnd 1 Pick 15,United States,NBA 2003-2004 Players Information
Zydrunas Ilgauskas,C,7-3,260,28,CLE,81,7,BC Aisciai-Atletas (Lithuania),1996 Rnd 1 Pick 20,Lithuania,NBA 2003-2004 Players Information
Allen Iverson,G,6-0,165,28,PHI,48,7,Georgetown,1996 Rnd 1 Pick 1,United States,NBA 2003-2004 Players Information
Bobby Jackson,G,6-1,185,30,SAC,50,6,Minnesota,1997 Rnd 1 Pick 23,United States,NBA 2003-2004 Players Information
Jim Jackson,SG,6-6,220,33,HOU,80,11,Ohio State,1992 Rnd 1 Pick 4,United States,NBA 2003-2004 Players Information
Marc Jackson,C,6-10,270,29,PHI,22,3,Temple,1997 Rnd 2 Pick 9,United States,NBA 2003-2004 Players Information
Mark Jackson,PG,6-1,180,38,HOU,42,16,St. John's,1987 Rnd 1 Pick 18,United States,NBA 2003-2004 Players Information
Stephen Jackson,GF,6-8,220,25,ATL,80,6,Butler CC,1997 Rnd 2 Pick 14,United States,NBA 2003-2004 Players Information
Casey Jacobsen,SG,6-6,214,22,PHX,78,1,Stanford,2002 Rnd 1 Pick 22,United States,NBA 2003-2004 Players Information
Jerome James,C,7-0,300,28,SEA,65,4,Florida A&M,1998 Rnd 2 Pick 7,United States,NBA 2003-2004 Players Information
LeBron James,F,6-9,250,19,CLE,79,0,St. Vincent St. Mary High School (Ohio),2003 Rnd 1 Pick 1,United States,NBA 2003-2004 Players Information
