Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Bob Love,F,6-8,215,33,CHI,76,9,Southern,1965 Rnd 4 Pick 7,United States,NBA 1975-1976 Players Information
Phil Lumpkin,PG,6-0,165,24,PHX,34,1,Miami (OH),1974 Rnd 2 Pick 16,United States,NBA 1975-1976 Players Information
Pete Maravich,GF,6-5,197,28,NOJ,62,5,LSU,1970 Rnd 1 Pick 3,United States,NBA 1975-1976 Players Information
Jack Marin,GF,6-7,200,31,"BUF, CHI",79,9,Duke,1966 Rnd 1 Pick 5,United States,NBA 1975-1976 Players Information
LaRue Martin,C,6-11,208,25,POR,63,3,Loyola (IL),1972 Rnd 1 Pick 1,United States,NBA 1975-1976 Players Information
Clyde Mayes,PF,6-8,225,22,MIL,65,0,Furman,1975 Rnd 2 Pick 4,United States,NBA 1975-1976 Players Information
Ken Mayfield,SG,6-2,185,27,NYK,13,0,Tuskegee,1971 Rnd 3 Pick 15,United States,NBA 1975-1976 Players Information
Bob McAdoo,FC,6-9,210,24,BUF,78,3,North Carolina,1972 Rnd 1 Pick 2,United States,NBA 1975-1976 Players Information
Jim McDaniels,FC,6-11,228,27,LAL,35,3,Western Kentucky,1971 Rnd 2 Pick 6,United States,NBA 1975-1976 Players Information
Glenn McDonald,GF,6-6,190,23,BOS,74,1,Long Beach State,1974 Rnd 1 Pick 17,United States,NBA 1975-1976 Players Information
Jim McElroy,PG,6-3,190,22,NOJ,51,0,Central Michigan,1975 Rnd 3 Pick 2,United States,NBA 1975-1976 Players Information
George McGinnis,PF,6-8,235,25,PHI,77,0,Indiana,1973 Rnd 2 Pick 4,United States,NBA 1975-1976 Players Information
Jon McGlocklin,GF,6-5,205,32,MIL,33,10,Indiana,1965 Rnd 3 Pick 7,United States,NBA 1975-1976 Players Information
Tom McMillen,PF,6-11,215,23,BUF,49,0,Maryland,1974 Rnd 1 Pick 9,United States,NBA 1975-1976 Players Information
Jim McMillian,SF,6-5,215,27,BUF,75,5,Columbia,1970 Rnd 1 Pick 13,United States,NBA 1975-1976 Players Information
Larry McNeill,FC,6-9,195,25,KCK,81,2,Marquette,1973 Rnd 2 Pick 7,United States,NBA 1975-1976 Players Information
Cliff Meely,PF,6-8,215,28,"HOU, LAL",34,4,Colorado,1971 Rnd 1 Pick 7,United States,NBA 1975-1976 Players Information
Dean Meminger,PG,6-0,175,27,ATL,68,4,Marquette,1971 Rnd 1 Pick 16,United States,NBA 1975-1976 Players Information
John Mengelt,SG,6-2,195,26,DET,67,4,Auburn,1971 Rnd 2 Pick 4,United States,NBA 1975-1976 Players Information
Joe C. Meriweather,FC,6-10,215,22,HOU,81,0,Southern Illinois,1975 Rnd 1 Pick 11,United States,NBA 1975-1976 Players Information
Dave Meyers,PF,6-8,215,22,MIL,72,0,UCLA,1975 Rnd 1 Pick 2,United States,NBA 1975-1976 Players Information
Steve Mix,F,6-7,215,28,PHI,81,5,Toledo,1969 Rnd 5 Pick 4,United States,NBA 1975-1976 Players Information
Eric Money,G,6-0,170,21,DET,80,1,Arizona,1974 Rnd 2 Pick 15,United States,NBA 1975-1976 Players Information
Earl Monroe,G,6-3,185,31,NYK,76,8,Winston-Salem State,1967 Rnd 1 Pick 2,United States,NBA 1975-1976 Players Information
Otto Moore,C,6-11,205,29,NOJ,81,7,Texas-RGV,1968 Rnd 1 Pick 6,United States,NBA 1975-1976 Players Information
Jeff Mullins,GF,6-4,190,33,GSW,29,11,Duke,1964 Rnd 1 Pick 5,United States,NBA 1975-1976 Players Information
Calvin Murphy,PG,5-9,165,27,HOU,82,5,Niagara,1970 Rnd 2 Pick 1,United States,NBA 1975-1976 Players Information
Lloyd Neal,PF,6-7,225,25,POR,68,3,Tennessee State,1972 Rnd 3 Pick 1,United States,NBA 1975-1976 Players Information
Don Nelson,F,6-6,210,35,BOS,75,13,Iowa,1962 Rnd 3 Pick 1,United States,NBA 1975-1976 Players Information
Louie Nelson,G,6-3,190,24,NOJ,66,2,Washington,1973 Rnd 2 Pick 1,United States,NBA 1975-1976 Players Information
Mike Newlin,GF,6-4,200,27,HOU,82,4,Utah,1971 Rnd 2 Pick 7,United States,NBA 1975-1976 Players Information
Connie Norman,G,6-3,175,22,PHI,64,1,Arizona,1974 Rnd 3 Pick 1,United States,NBA 1975-1976 Players Information
Willie Norwood,PF,6-7,220,28,SEA,64,4,Alcorn State,1969 Rnd 2 Pick 4,United States,NBA 1975-1976 Players Information
Frank Oleynick,PG,6-2,185,21,SEA,52,0,Seattle,1975 Rnd 1 Pick 12,United States,NBA 1975-1976 Players Information
Steve Patterson,C,6-9,225,27,"CHI, CLE",66,4,UCLA,1970 Rnd 8 Pick 10,United States,NBA 1975-1976 Players Information
Curtis Perry,FC,6-7,220,27,PHX,71,5,Missouri State,1970 Rnd 3 Pick 1,United States,NBA 1975-1976 Players Information
Geoff Petrie,G,6-4,190,27,POR,72,5,Princeton,1970 Rnd 1 Pick 8,United States,NBA 1975-1976 Players Information
Cliff Pondexter,FC,6-9,233,21,CHI,75,0,Long Beach State,1974 Rnd 1 Pick 16,United States,NBA 1975-1976 Players Information
Howard Porter,PF,6-8,220,27,DET,75,4,Villanova,1971 Rnd 2 Pick 15,United States,NBA 1975-1976 Players Information
Kevin Porter,PG,6-0,170,25,DET,19,3,St. Francis (PA),1972 Rnd 3 Pick 9,United States,NBA 1975-1976 Players Information
Jim Price,G,6-3,195,26,MIL,80,3,Louisville,1972 Rnd 2 Pick 3,United States,NBA 1975-1976 Players Information
Ed Ratleff,GF,6-6,195,25,HOU,72,2,Long Beach State,1973 Rnd 1 Pick 6,United States,NBA 1975-1976 Players Information
Clifford Ray,FC,6-9,230,27,GSW,82,4,Oklahoma,1971 Rnd 3 Pick 5,United States,NBA 1975-1976 Players Information
Kevin Restani,FC,6-9,225,24,MIL,82,1,San Francisco,1974 Rnd 3 Pick 3,United States,NBA 1975-1976 Players Information
Pat Riley,SG,6-4,205,30,"LAL, PHX",62,8,Kentucky,1967 Rnd 1 Pick 7,United States,NBA 1975-1976 Players Information
Ron Riley,PF,6-8,195,25,HOU,65,3,USC,1972 Rnd 3 Pick 8,United States,NBA 1975-1976 Players Information
Mike Riordan,GF,6-4,200,30,WAS,78,7,Providence,1967 Rnd 12 Pick 5,United States,NBA 1975-1976 Players Information
Rick Roberson,FC,6-9,231,28,KCK,72,6,Cincinnati,1969 Rnd 1 Pick 15,United States,NBA 1975-1976 Players Information
Truck Robinson,F,6-7,225,24,WAS,82,1,Tennessee State,1974 Rnd 2 Pick 4,United States,NBA 1975-1976 Players Information
Bill Robinzine,PF,6-7,230,23,KCK,75,0,DePaul,1975 Rnd 1 Pick 10,United States,NBA 1975-1976 Players Information
John Roche,PG,6-3,170,26,LAL,15,0,South Carolina,1971 Rnd 1 Pick 14,United States,NBA 1975-1976 Players Information
Curtis Rowe,PF,6-7,225,26,DET,80,4,UCLA,1971 Rnd 1 Pick 11,United States,NBA 1975-1976 Players Information
Campy Russell,F,6-8,215,24,CLE,82,1,Michigan,1974 Rnd 1 Pick 8,United States,NBA 1975-1976 Players Information
Cazzie Russell,GF,6-5,218,31,LAL,74,9,Michigan,1966 Rnd 1 Pick 1,United States,NBA 1975-1976 Players Information
Fred Saunders,SF,6-7,210,24,PHX,17,1,Syracuse,1974 Rnd 2 Pick 13,United States,NBA 1975-1976 Players Information
Dale Schlueter,C,6-10,255,30,BUF,71,7,Colorado State,1967 Rnd 6 Pick 8,United States,NBA 1975-1976 Players Information
Charlie Scott,SG,6-5,175,27,BOS,82,4,North Carolina,1970 Rnd 7 Pick 4,United States,NBA 1975-1976 Players Information
Bruce Seals,PF,6-8,210,22,SEA,81,0,Xavier-Louisiana,1975 Rnd 2 Pick 3,United States,NBA 1975-1976 Players Information
Ed Searcy,SF,6-6,210,23,BOS,4,1,St. John's,1974 Rnd 5 Pick 10,United States,NBA 1975-1976 Players Information
Gene Short,SF,6-6,200,22,"NYK, SEA",34,0,Jackson State,1975 Rnd 1 Pick 9,United States,NBA 1975-1976 Players Information
John Shumate,FC,6-9,235,23,"BUF, PHX",75,1,Notre Dame,1974 Rnd 1 Pick 4,United States,NBA 1975-1976 Players Information
Paul Silas,PF,6-7,225,32,BOS,81,11,Creighton,1964 Rnd 2 Pick 3,United States,NBA 1975-1976 Players Information
Tal Skinner,SF,6-5,210,23,SEA,72,1,Maryland Bible College,1974 Rnd 3 Pick 8,United States,NBA 1975-1976 Players Information
Jerry Sloan,GF,6-5,195,33,CHI,22,10,Evansville,1964 Rnd 3 Pick 3,United States,NBA 1975-1976 Players Information
Bingo Smith,GF,6-5,195,30,CLE,81,6,Tulsa,1969 Rnd 1 Pick 6,United States,NBA 1975-1976 Players Information
Elmore Smith,C,7-0,250,26,MIL,78,4,Kentucky State,1971 Rnd 1 Pick 3,United States,NBA 1975-1976 Players Information
Greg Smith,SF,6-5,195,29,POR,1,7,Western Kentucky,1968 Rnd 4 Pick 14,United States,NBA 1975-1976 Players Information
Phil Smith,SG,6-4,185,23,GSW,82,1,San Francisco,1974 Rnd 2 Pick 11,United States,NBA 1975-1976 Players Information
Randy Smith,GF,6-3,180,27,BUF,82,4,Buffalo State,1970 Rnd 14 Pick 2,United States,NBA 1975-1976 Players Information
Dick Snyder,GF,6-5,207,32,CLE,82,9,Davidson,1966 Rnd 2 Pick 4,United States,NBA 1975-1976 Players Information
Ricky Sobers,SG,6-3,198,23,PHX,78,0,UNLV,1975 Rnd 1 Pick 16,United States,NBA 1975-1976 Players Information
Mike Sojourner,FC,6-9,225,22,ATL,67,1,Utah,1974 Rnd 1 Pick 10,United States,NBA 1975-1976 Players Information
Kevin Stacom,SG,6-3,185,24,BOS,76,1,Providence,1973 Rnd 2 Pick 6,United States,NBA 1975-1976 Players Information
Bud Stallworth,GF,6-5,190,26,NOJ,56,3,Kansas,1972 Rnd 1 Pick 7,United States,NBA 1975-1976 Players Information
Larry Steele,G,6-5,180,26,POR,81,4,Kentucky,1971 Rnd 3 Pick 2,United States,NBA 1975-1976 Players Information
Terry Thomas,PF,6-8,220,22,DET,27,0,Detroit-Mercy,1975 Rnd 9 Pick 7,United States,NBA 1975-1976 Players Information
Nate Thurmond,FC,6-11,225,34,"CHI, CLE",78,13,Bowling Green,1963 Rnd 1 Pick 3,United States,NBA 1975-1976 Players Information
Rudy Tomjanovich,F,6-8,218,27,HOU,79,5,Michigan,1970 Rnd 1 Pick 2,United States,NBA 1975-1976 Players Information
George Trapp,FC,6-8,205,27,DET,76,4,Long Beach State,1971 Rnd 1 Pick 5,United States,NBA 1975-1976 Players Information
Wes Unseld,FC,6-7,245,29,WAS,78,7,Louisville,1968 Rnd 1 Pick 2,United States,NBA 1975-1976 Players Information
